"col0","col1","col2","col3","col4","col5","col6"
"argcount",0,3,1396,1396,"ret_void","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1403,1403,"ret_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1410,1410,"ret_bool","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1417,1417,"ret_number_bool","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1424,1424,"ret_number","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1431,1431,"ret_float","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1438,1438,"ret_string","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1445,1445,"ret_list_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1452,1452,"ret_list_number","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1460,1460,"ret_list_string","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1468,1468,"ret_list_dict_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1476,1476,"ret_list_items","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1484,1484,"ret_list_string_items","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1492,1492,"ret_list_regionpos","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1500,1500,"ret_tuple_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1507,1507,"ret_dict_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1526,1526,"ret_dict_number","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1533,1533,"ret_dict_string","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1540,1540,"ret_blob","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1547,1547,"ret_func_any","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1554,1554,"ret_func_unknown","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1561,1561,"ret_channel","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",0,3,1568,1568,"ret_job","/home/runner/work/vim/vim/src/evalfunc.c"
"argcount",2,3,525,525,"vterm_state_getpen","/home/runner/work/vim/vim/src/libvterm/src/pen.c"
"wp",0,2,103,103,"get_win_number","/home/runner/work/vim/vim/src/proto/window.pro"
"len",1,2,35,35,"fname_case","/home/runner/work/vim/vim/src/proto/os_unix.pro"
"len",2,3,17,17,"vim_strnicmp","/home/runner/work/vim/vim/src/proto/strings.pro"
"buf",0,3,25,25,"switch_to_win_for_buf","/home/runner/work/vim/vim/src/proto/evalbuffer.pro"
"buf",0,3,5517,5517,"fname_expand","/home/runner/work/vim/vim/src/buffer.c"
"buf",1,2,23,23,"switch_buffer","/home/runner/work/vim/vim/src/proto/evalbuffer.pro"
"i",0,1,15,15,"tltoa","/home/runner/work/vim/vim/src/proto/term.pro"
"p",0,1,10,10,"mch_stackcheck","/home/runner/work/vim/vim/src/proto/os_unix.pro"
"p",0,1,1622,1622,"latin_ptr2cells","/home/runner/work/vim/vim/src/mbyte.c"
"p",0,2,1664,1664,"latin_ptr2cells_len","/home/runner/work/vim/vim/src/mbyte.c"
"p",1,2,3914,3914,"latin_head_off","/home/runner/work/vim/vim/src/mbyte.c"
"p",2,3,3076,3076,"st_error","/home/runner/work/vim/vim/src/regexp_nfa.c"
"l",0,2,7,7,"win32_build_cmd","/home/runner/work/vim/vim/src/proto/job.pro"
"c",0,1,1028,1028,"latin_char2len","/home/runner/work/vim/vim/src/mbyte.c"
"c",0,1,1707,1707,"latin_char2cells","/home/runner/work/vim/vim/src/mbyte.c"
"c",0,4,141,141,"sound_callback","/home/runner/work/vim/vim/src/sound.c"
"c",0,4,947,947,"exarg_getline","/home/runner/work/vim/vim/src/vim9compile.c"
"c",0,4,1996,1996,"get_split_sourceline","/home/runner/work/vim/vim/src/vim9execute.c"
"c",0,4,2457,2457,"getsourceline","/home/runner/work/vim/vim/src/scriptfile.c"
"c",0,4,2699,2699,"getnextac","/home/runner/work/vim/vim/src/autocmd.c"
"c",0,4,4688,4688,"get_list_line","/home/runner/work/vim/vim/src/evalfunc.c"
"c",0,4,7030,7030,"get_func_line","/home/runner/work/vim/vim/src/userfunc.c"
"time",3,6,2632,2632,"clip_wl_fs_keyboard_listener_key","/home/runner/work/vim/vim/src/clipboard.c"
"argvars",0,2,140,140,"f_localtime","/home/runner/work/vim/vim/src/time.c"
"argvars",0,2,274,274,"f_sound_clear","/home/runner/work/vim/vim/src/sound.c"
"argvars",0,2,317,317,"f_getstacktrace","/home/runner/work/vim/vim/src/scriptfile.c"
"argvars",0,2,613,613,"f_getwinposx","/home/runner/work/vim/vim/src/evalwindow.c"
"argvars",0,2,633,633,"f_getwinposy","/home/runner/work/vim/vim/src/evalwindow.c"
"argvars",0,2,931,931,"f_test_autochdir","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,940,940,"f_timer_stopall","/home/runner/work/vim/vim/src/time.c"
"argvars",0,2,1073,1073,"f_getcmdwintype","/home/runner/work/vim/vim/src/evalwindow.c"
"argvars",0,2,1107,1107,"f_wincol","/home/runner/work/vim/vim/src/evalwindow.c"
"argvars",0,2,1161,1161,"f_winline","/home/runner/work/vim/vim/src/evalwindow.c"
"argvars",0,2,1166,1166,"f_test_garbagecollect_now","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1180,1180,"f_test_garbagecollect_soon","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1186,1186,"f_winrestcmd","/home/runner/work/vim/vim/src/evalwindow.c"
"argvars",0,2,1198,1198,"f_test_null_blob","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1206,1206,"f_test_null_channel","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1214,1214,"f_test_null_dict","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1221,1221,"f_test_null_job","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1229,1229,"f_test_null_list","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1235,1235,"f_test_null_function","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1242,1242,"f_test_null_partial","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1249,1249,"f_test_null_string","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1256,1256,"f_test_null_tuple","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1260,1260,"f_serverlist","/home/runner/work/vim/vim/src/clientserver.c"
"argvars",0,2,1262,1262,"f_test_unknown","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1268,1268,"f_winsaveview","/home/runner/work/vim/vim/src/evalwindow.c"
"argvars",0,2,1268,1268,"f_test_void","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1431,1431,"f_argidx","/home/runner/work/vim/vim/src/arglist.c"
"argvars",0,2,1513,1513,"f_test_mswin_event","/home/runner/work/vim/vim/src/testing.c"
"argvars",0,2,1523,1523,"f_terminalprops","/home/runner/work/vim/vim/src/term.c"
"argvars",0,2,2296,2296,"f_tempname","/home/runner/work/vim/vim/src/filepath.c"
"argvars",0,2,2534,2534,"f_getmouseshape","/home/runner/work/vim/vim/src/misc2.c"
"argvars",0,2,2579,2579,"f_getcharmod","/home/runner/work/vim/vim/src/getchar.c"
"argvars",0,2,3262,3262,"f_getmousepos","/home/runner/work/vim/vim/src/mouse.c"
"argvars",0,2,3327,3327,"f_popup_list","/home/runner/work/vim/vim/src/popupwin.c"
"argvars",0,2,3623,3623,"f_balloon_gettext","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,3742,3742,"f_foldtext","/home/runner/work/vim/vim/src/fold.c"
"argvars",0,2,3927,3927,"f_complete_check","/home/runner/work/vim/vim/src/insexpand.c"
"argvars",0,2,4017,4017,"f_changenr","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,4373,4373,"f_did_filetype","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,4427,4427,"f_getcmdcomplpat","/home/runner/work/vim/vim/src/ex_getln.c"
"argvars",0,2,4437,4437,"f_getcmdcompltype","/home/runner/work/vim/vim/src/ex_getln.c"
"argvars",0,2,4447,4447,"f_getcmdline","/home/runner/work/vim/vim/src/ex_getln.c"
"argvars",0,2,4457,4457,"f_getcmdpos","/home/runner/work/vim/vim/src/ex_getln.c"
"argvars",0,2,4468,4468,"f_getcmdprompt","/home/runner/work/vim/vim/src/ex_getln.c"
"argvars",0,2,4480,4480,"f_getcmdscreenpos","/home/runner/work/vim/vim/src/ex_getln.c"
"argvars",0,2,4482,4482,"f_environ","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,4491,4491,"f_getcmdtype","/home/runner/work/vim/vim/src/ex_getln.c"
"argvars",0,2,4610,4610,"f_eventhandler","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,4688,4688,"f_popup_findecho","/home/runner/work/vim/vim/src/popupwin.c"
"argvars",0,2,4698,4698,"f_popup_findinfo","/home/runner/work/vim/vim/src/popupwin.c"
"argvars",0,2,4699,4699,"f_cmdcomplete_info","/home/runner/work/vim/vim/src/cmdexpand.c"
"argvars",0,2,4710,4710,"f_popup_findpreview","/home/runner/work/vim/vim/src/popupwin.c"
"argvars",0,2,4900,4900,"f_exists_compiled","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,5070,5070,"f_getimstatus","/home/runner/work/vim/vim/src/mbyte.c"
"argvars",0,2,5186,5186,"f_foreground","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,5195,5195,"f_wildtrigger","/home/runner/work/vim/vim/src/ex_getln.c"
"argvars",0,2,5652,5652,"f_getcellpixels","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,5767,5767,"f_getcellwidths","/home/runner/work/vim/vim/src/mbyte.c"
"argvars",0,2,5845,5845,"f_getcharsearch","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,5981,5981,"f_getpid","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,6453,6453,"f_term_list","/home/runner/work/vim/vim/src/terminal.c"
"argvars",0,2,7843,7843,"f_preinserted","/home/runner/work/vim/vim/src/insexpand.c"
"argvars",0,2,8052,8052,"f_hostname","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,8523,8523,"f_inputrestore","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,8543,8543,"f_inputsave","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,8579,8579,"f_interrupt","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,8801,8801,"f_last_buffer_nr","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,9917,9917,"f_pum_getpos","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,9928,9928,"f_pumvisible","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,10398,10398,"f_reg_executing","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,10407,10407,"f_reg_recording","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,10878,10878,"f_screencol","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,10887,10887,"f_screenrow","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,12184,12184,"f_swapfilelist","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,12532,12532,"f_tagfiles","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,12739,12739,"f_wildmenumode","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,12749,12749,"f_windowsversion","/home/runner/work/vim/vim/src/evalfunc.c"
"argvars",0,2,12759,12759,"f_wordcount","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,164,164,"f_ch_log","/home/runner/work/vim/vim/src/logfile.c"
"rettv",1,2,189,189,"f_ch_logfile","/home/runner/work/vim/vim/src/logfile.c"
"rettv",1,2,261,261,"f_sound_stop","/home/runner/work/vim/vim/src/sound.c"
"rettv",1,2,274,274,"f_sound_clear","/home/runner/work/vim/vim/src/sound.c"
"rettv",1,2,344,344,"f_prop_add_list","/home/runner/work/vim/vim/src/textprop.c"
"rettv",1,2,387,387,"f_listener_flush","/home/runner/work/vim/vim/src/change.c"
"rettv",1,2,424,424,"f_bufload","/home/runner/work/vim/vim/src/evalbuffer.c"
"rettv",1,2,843,843,"f_timer_pause","/home/runner/work/vim/vim/src/time.c"
"rettv",1,2,902,902,"f_test_alloc_fail","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,924,924,"f_timer_stop","/home/runner/work/vim/vim/src/time.c"
"rettv",1,2,931,931,"f_test_autochdir","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,940,940,"f_timer_stopall","/home/runner/work/vim/vim/src/time.c"
"rettv",1,2,942,942,"f_test_feedinput","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,974,974,"f_clearmatches","/home/runner/work/vim/vim/src/match.c"
"rettv",1,2,988,988,"f_test_option_not_set","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,1004,1004,"f_test_override","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,1066,1066,"f_prop_clear","/home/runner/work/vim/vim/src/textprop.c"
"rettv",1,2,1166,1166,"f_test_garbagecollect_now","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,1172,1172,"f_remote_startserver","/home/runner/work/vim/vim/src/clientserver.c"
"rettv",1,2,1180,1180,"f_test_garbagecollect_soon","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,1189,1189,"f_test_ignore_error","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,1219,1219,"f_winrestview","/home/runner/work/vim/vim/src/evalwindow.c"
"rettv",1,2,1274,1274,"f_test_setmouse","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,1513,1513,"f_test_mswin_event","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,1584,1584,"f_test_settime","/home/runner/work/vim/vim/src/testing.c"
"rettv",1,2,1679,1679,"f_prompt_setcallback","/home/runner/work/vim/vim/src/job.c"
"rettv",1,2,1708,1708,"f_prompt_setinterrupt","/home/runner/work/vim/vim/src/job.c"
"rettv",1,2,1763,1763,"f_prompt_setprompt","/home/runner/work/vim/vim/src/job.c"
"rettv",1,2,1922,1922,"f_job_setoptions","/home/runner/work/vim/vim/src/job.c"
"rettv",1,2,1940,1940,"f_prop_type_add","/home/runner/work/vim/vim/src/textprop.c"
"rettv",1,2,1949,1949,"f_prop_type_change","/home/runner/work/vim/vim/src/textprop.c"
"rettv",1,2,1958,1958,"f_prop_type_delete","/home/runner/work/vim/vim/src/textprop.c"
"rettv",1,2,2508,2508,"f_popup_clear","/home/runner/work/vim/vim/src/popupwin.c"
"rettv",1,2,2722,2722,"f_mapset","/home/runner/work/vim/vim/src/map.c"
"rettv",1,2,2905,2905,"f_popup_close","/home/runner/work/vim/vim/src/popupwin.c"
"rettv",1,2,2949,2949,"f_popup_hide","/home/runner/work/vim/vim/src/popupwin.c"
"rettv",1,2,3011,3011,"f_popup_settext","/home/runner/work/vim/vim/src/popupwin.c"
"rettv",1,2,3213,3213,"f_popup_move","/home/runner/work/vim/vim/src/popupwin.c"
"rettv",1,2,3244,3244,"f_popup_setoptions","/home/runner/work/vim/vim/src/popupwin.c"
"rettv",1,2,3636,3636,"f_balloon_show","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,3885,3885,"f_complete","/home/runner/work/vim/vim/src/insexpand.c"
"rettv",1,2,4382,4382,"f_echoraw","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,4537,4537,"f_err_teapot","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,4900,4900,"f_exists_compiled","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,5040,5040,"f_feedkeys","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,5074,5074,"f_settabvar","/home/runner/work/vim/vim/src/evalvars.c"
"rettv",1,2,5082,5082,"f_ch_close","/home/runner/work/vim/vim/src/channel.c"
"rettv",1,2,5101,5101,"f_ch_close_in","/home/runner/work/vim/vim/src/channel.c"
"rettv",1,2,5123,5123,"f_settabwinvar","/home/runner/work/vim/vim/src/evalvars.c"
"rettv",1,2,5138,5138,"f_setwinvar","/home/runner/work/vim/vim/src/evalvars.c"
"rettv",1,2,5152,5152,"f_setbufvar","/home/runner/work/vim/vim/src/evalvars.c"
"rettv",1,2,5176,5176,"f_term_dumpwrite","/home/runner/work/vim/vim/src/terminal.c"
"rettv",1,2,5186,5186,"f_foreground","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,5195,5195,"f_wildtrigger","/home/runner/work/vim/vim/src/ex_getln.c"
"rettv",1,2,5263,5263,"f_ch_setoptions","/home/runner/work/vim/vim/src/channel.c"
"rettv",1,2,5466,5466,"f_garbagecollect","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,5630,5630,"f_setcellwidths","/home/runner/work/vim/vim/src/mbyte.c"
"rettv",1,2,6326,6326,"f_term_setsize","/home/runner/work/vim/vim/src/terminal.c"
"rettv",1,2,6592,6592,"f_term_sendkeys","/home/runner/work/vim/vim/src/terminal.c"
"rettv",1,2,6676,6676,"f_term_setansicolors","/home/runner/work/vim/vim/src/terminal.c"
"rettv",1,2,6737,6737,"f_term_setapi","/home/runner/work/vim/vim/src/terminal.c"
"rettv",1,2,6764,6764,"f_term_setrestore","/home/runner/work/vim/vim/src/terminal.c"
"rettv",1,2,6793,6793,"f_term_setkill","/home/runner/work/vim/vim/src/terminal.c"
"rettv",1,2,6853,6853,"f_term_wait","/home/runner/work/vim/vim/src/terminal.c"
"rettv",1,2,8579,8579,"f_interrupt","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,10049,10049,"f_test_srand_seed","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,11369,11369,"f_setcharsearch","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",1,2,11419,11419,"f_setenv","/home/runner/work/vim/vim/src/evalfunc.c"
"rettv",2,3,28,28,"mzscheme_call_vim","/home/runner/work/vim/vim/src/proto/evalfunc.pro"
"eap",0,1,14,14,"ex_pyxfile","/home/runner/work/vim/vim/src/proto/ex_cmds2.pro"
"eap",0,1,15,15,"ex_pyx","/home/runner/work/vim/vim/src/proto/ex_cmds2.pro"
"eap",0,1,16,16,"ex_pyxdo","/home/runner/work/vim/vim/src/proto/ex_cmds2.pro"
"eap",0,1,29,29,"do_ascii","/home/runner/work/vim/vim/src/ex_cmds.c"
"eap",0,1,208,208,"ex_helpclose","/home/runner/work/vim/vim/src/help.c"
"eap",0,1,247,247,"ex_export","/home/runner/work/vim/vim/src/vim9script.c"
"eap",0,1,503,503,"cs_add","/home/runner/work/vim/vim/src/if_cscope.c"
"eap",0,1,792,792,"ex_argdedupe","/home/runner/work/vim/vim/src/arglist.c"
"eap",0,1,891,891,"ex_breaklist","/home/runner/work/vim/vim/src/debugger.c"
"eap",0,1,907,907,"ex_jumps","/home/runner/work/vim/vim/src/mark.c"
"eap",0,1,927,927,"ex_exusage","/home/runner/work/vim/vim/src/help.c"
"eap",0,1,936,936,"ex_viusage","/home/runner/work/vim/vim/src/help.c"
"eap",0,1,959,959,"ex_clearjumps","/home/runner/work/vim/vim/src/mark.c"
"eap",0,1,970,970,"ex_changes","/home/runner/work/vim/vim/src/mark.c"
"eap",0,1,1303,1303,"cs_help","/home/runner/work/vim/vim/src/if_cscope.c"
"eap",0,1,1318,1318,"do_tags","/home/runner/work/vim/vim/src/tag.c"
"eap",0,1,1343,1343,"ex_comclear","/home/runner/work/vim/vim/src/usercmd.c"
"eap",0,1,1428,1428,"ex_options","/home/runner/work/vim/vim/src/scriptfile.c"
"eap",0,1,1533,1533,"cs_kill","/home/runner/work/vim/vim/src/if_cscope.c"
"eap",0,1,1638,1638,"ex_diffthis","/home/runner/work/vim/vim/src/diff.c"
"eap",0,1,1959,1959,"do_fixdel","/home/runner/work/vim/vim/src/ex_cmds.c"
"eap",0,1,2335,2335,"ex_nbclose","/home/runner/work/vim/vim/src/netbeans.c"
"eap",0,1,2341,2341,"cs_reset","/home/runner/work/vim/vim/src/if_cscope.c"
"eap",0,1,2472,2472,"cs_show","/home/runner/work/vim/vim/src/if_cscope.c"
"eap",0,1,2677,2677,"ex_helpfind","/home/runner/work/vim/vim/src/gui_gtk.c"
"eap",0,1,2952,2952,"ex_spellrepall","/home/runner/work/vim/vim/src/spell.c"
"eap",0,1,3086,3086,"ex_undolist","/home/runner/work/vim/vim/src/undo.c"
"eap",0,1,3196,3196,"ex_undojoin","/home/runner/work/vim/vim/src/undo.c"
"eap",0,1,3615,3615,"ex_clipreset","/home/runner/work/vim/vim/src/clipboard.c"
"eap",0,1,3877,3877,"ex_spellinfo","/home/runner/work/vim/vim/src/spell.c"
"eap",0,1,5195,5195,"ex_intro","/home/runner/work/vim/vim/src/version.c"
"eap",0,1,5677,5677,"ex_smile","/home/runner/work/vim/vim/src/ex_cmds.c"
"eap",0,1,6795,6795,"ex_shell","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,6941,6941,"ex_preserve","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,7409,7409,"ex_tabs","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,7824,7824,"ex_swapname","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,7838,7838,"ex_syncbind","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,8216,8216,"ex_pwd","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,8754,8754,"ex_redo","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,9006,9006,"ex_redrawtabline","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,9025,9025,"ex_redrawtabpanel","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,9376,9376,"ex_stopinsert","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,10365,10365,"ex_nohlsearch","/home/runner/work/vim/vim/src/ex_docmd.c"
"eap",0,1,10377,10377,"ex_X","/home/runner/work/vim/vim/src/ex_docmd.c"
"forceit",2,3,2325,2325,"mch_print_init","/home/runner/work/vim/vim/src/hardcopy.c"
"gap",0,5,58,58,"dos_expandpath","/home/runner/work/vim/vim/src/proto/filepath.pro"
"gap",1,2,7,7,"win32_build_cmd","/home/runner/work/vim/vim/src/proto/job.pro"
"n",1,4,1742,1742,"clip_x11_timestamp_cb","/home/runner/work/vim/vim/src/clipboard.c"
"from",1,2,120,120,"unset_global_local_option","/home/runner/work/vim/vim/src/proto/option.pro"
"from",4,5,99,99,"get_option_value_strict","/home/runner/work/vim/vim/src/proto/option.pro"
"size",1,2,11,11,"mem_realloc","/home/runner/work/vim/vim/src/proto/alloc.pro"
"size",1,2,1664,1664,"latin_ptr2cells_len","/home/runner/work/vim/vim/src/mbyte.c"
"size",4,5,2632,2632,"clip_wl_fs_keyboard_listener_keymap","/home/runner/work/vim/vim/src/clipboard.c"
"message",2,4,2688,2688,"recent_func_log_func","/home/runner/work/vim/vim/src/gui_gtk.c"
"xp",0,2,150,150,"get_cscope_name","/home/runner/work/vim/vim/src/if_cscope.c"
"xp",0,2,373,373,"get_user_commands","/home/runner/work/vim/vim/src/usercmd.c"
"xp",0,2,424,424,"get_user_cmd_addr_type","/home/runner/work/vim/vim/src/usercmd.c"
"xp",0,2,436,436,"get_user_cmd_flags","/home/runner/work/vim/vim/src/usercmd.c"
"xp",0,2,452,452,"get_user_cmd_nargs","/home/runner/work/vim/vim/src/usercmd.c"
"xp",0,2,456,456,"get_profile_name","/home/runner/work/vim/vim/src/profiler.c"
"xp",0,2,466,466,"get_user_cmd_complete","/home/runner/work/vim/vim/src/usercmd.c"
"xp",0,2,534,534,"get_lang_arg","/home/runner/work/vim/vim/src/locale.c"
"xp",0,2,555,555,"get_locales","/home/runner/work/vim/vim/src/locale.c"
"xp",0,2,934,934,"get_arglist_name","/home/runner/work/vim/vim/src/arglist.c"
"xp",0,2,985,985,"get_terminalopt_name","/home/runner/work/vim/vim/src/terminal.c"
"xp",0,2,1011,1011,"get_termkill_name","/home/runner/work/vim/vim/src/terminal.c"
"xp",0,2,1406,1406,"get_menu_name","/home/runner/work/vim/vim/src/menu.c"
"xp",0,2,1482,1482,"get_menu_names","/home/runner/work/vim/vim/src/menu.c"
"xp",0,2,2127,2127,"get_sign_name","/home/runner/work/vim/vim/src/sign.c"
"xp",0,2,2235,2235,"get_users","/home/runner/work/vim/vim/src/misc1.c"
"xp",0,2,2368,2368,"get_fileformat_name","/home/runner/work/vim/vim/src/optionstr.c"
"xp",0,2,2812,2812,"get_augroup_name","/home/runner/work/vim/vim/src/autocmd.c"
"xp",0,2,2879,2879,"get_event_name","/home/runner/work/vim/vim/src/autocmd.c"
"xp",0,2,3155,3155,"get_behave_arg","/home/runner/work/vim/vim/src/cmdexpand.c"
"xp",0,2,3169,3169,"get_filetypecmd_arg","/home/runner/work/vim/vim/src/cmdexpand.c"
"xp",0,2,3204,3204,"get_breakadd_arg","/home/runner/work/vim/vim/src/cmdexpand.c"
"xp",0,2,3234,3234,"get_scriptnames_arg","/home/runner/work/vim/vim/src/cmdexpand.c"
"xp",0,2,3252,3252,"get_retab_arg","/home/runner/work/vim/vim/src/cmdexpand.c"
"xp",0,2,3264,3264,"get_messages_arg","/home/runner/work/vim/vim/src/cmdexpand.c"
"xp",0,2,3272,3272,"get_mapclear_arg","/home/runner/work/vim/vim/src/cmdexpand.c"
"xp",0,2,3547,3547,"get_printoptions_names","/home/runner/work/vim/vim/src/optionstr.c"
"xp",0,2,4374,4374,"get_highlight_attr_name","/home/runner/work/vim/vim/src/highlight.c"
"xp",0,2,4398,4398,"get_highlight_cterm_color","/home/runner/work/vim/vim/src/highlight.c"
